Player,Nation,Pos,Age,MP,Starts,Min,Gls,Ast,PK,CrdY,CrdR,xG,xAG,Team
Conor Coventry,ie IRL,MF,23,0,0,,,,,,,,,West-Ham-United
George Earthy,eng ENG,MF,19,0,0,,,,,,,,,West-Ham-United
Levi Laing,eng ENG,DF,20,0,0,,,,,,,,,West-Ham-United
Callum Marshall,nir NIR,DF,19,0,0,,,,,,,,,West-Ham-United
Lewis Orford,eng ENG,MF,18,0,0,,,,,,,,,West-Ham-United
Oliver Scarles,eng ENG,DF,18,0,0,,,,,,,,,West-Ham-United
Fabian Schar,ch SUI,DF,32,27,27,2353.0,3.0,1.0,0.0,4.0,0.0,2.3,0.6,Newcastle-United
Bruno Guimaraes,br BRA,MF,26,26,26,2284.0,3.0,4.0,0.0,9.0,0.0,2.6,4.1,Newcastle-United
Kieran Trippier,eng ENG,DF,33,25,25,2163.0,1.0,10.0,0.0,5.0,0.0,0.7,7.4,Newcastle-United
Anthony Gordon,eng ENG,FW,23,26,25,2152.0,9.0,5.0,1.0,8.0,0.0,7.7,4.6,Newcastle-United
Miguel Almiron,py PAR,FW,30,27,22,1770.0,3.0,1.0,0.0,1.0,0.0,4.4,2.0,Newcastle-United
Dan Burn,eng ENG,DF,31,22,21,1758.0,2.0,2.0,0.0,3.0,0.0,2.3,1.0,Newcastle-United
Sean Longstaff,eng ENG,MF,26,24,19,1809.0,4.0,2.0,0.0,5.0,0.0,3.6,1.7,Newcastle-United
Alexander Isak,se SWE,FW,24,19,16,1312.0,11.0,0.0,2.0,0.0,0.0,10.8,1.0,Newcastle-United
Sven Botman,nl NED,DF,24,16,14,1287.0,2.0,2.0,0.0,2.0,0.0,0.6,1.0,Newcastle-United
Nick Pope,eng ENG,GK,31,14,14,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Lewis Miley,eng ENG,MF,17,16,14,1192.0,1.0,2.0,0.0,1.0,0.0,1.2,1.6,Newcastle-United
Joelinton,br BRA,"MF,FW",27,16,14,1133.0,2.0,1.0,0.0,5.0,0.0,2.3,2.0,Newcastle-United
Martin Dubravka,sk SVK,GK,35,13,12,1085.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Newcastle-United
Jamaal Lascelles,eng ENG,DF,30,15,12,1064.0,1.0,0.0,0.0,4.0,0.0,0.7,0.1,Newcastle-United
Callum Wilson,eng ENG,FW,32,16,8,862.0,7.0,1.0,2.0,2.0,0.0,7.2,0.5,Newcastle-United
Valentino Livramento,eng ENG,DF,21,20,7,885.0,1.0,0.0,0.0,1.0,0.0,0.2,0.4,Newcastle-United
Sandro Tonali,it ITA,MF,23,8,5,438.0,1.0,0.0,0.0,2.0,0.0,0.7,0.6,Newcastle-United
Jacob Murphy,eng ENG,FW,29,10,4,421.0,1.0,3.0,0.0,1.0,0.0,0.9,1.9,Newcastle-United
Elliot Anderson,sct SCO,"MF,FW",21,10,4,412.0,0.0,1.0,0.0,0.0,0.0,0.7,0.9,Newcastle-United
Harvey Barnes,eng ENG,FW,26,11,3,360.0,2.0,1.0,0.0,1.0,0.0,1.2,0.9,Newcastle-United
Joe Willock,eng ENG,"MF,FW",24,5,2,224.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,Newcastle-United
Lewis Hall,eng ENG,DF,19,8,1,111.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Newcastle-United
Loris Karius,de GER,GK,30,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Matt Targett,eng ENG,DF,28,3,1,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Newcastle-United
Matt Ritchie,sct SCO,FW,34,8,0,109.0,1.0,0.0,0.0,1.0,0.0,0.8,0.0,Newcastle-United
Emil Krafth,se SWE,DF,29,6,0,86.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,Newcastle-United
Ben Parkinson,eng ENG,FW,18,1,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Paul Dummett,wls WAL,DF,32,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Alex Murphy,ie IRL,"FW,DF",19,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Amadou Diallo,eng ENG,MF,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Michael Ndiweni,eng ENG,FW,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Joe White,eng ENG,MF,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Newcastle-United
Mark Gillespie,eng ENG,GK,31,0,0,,,,,,,,,Newcastle-United
Travis Hearnes,eng ENG,MF,18,0,0,,,,,,,,,Newcastle-United
Javier Manquillo,es ESP,DF,29,0,0,,,,,,,,,Newcastle-United
Pascal Gross,de GER,"MF,DF",32,25,23,2124.0,4.0,10.0,1.0,4.0,0.0,5.3,6.7,Brighton-and-Hove-Albion
Lewis Dunk,eng ENG,DF,32,23,23,2014.0,3.0,1.0,0.0,6.0,1.0,2.9,0.8,Brighton-and-Hove-Albion
Jan Paul van Hecke,nl NED,DF,23,22,20,1829.0,0.0,0.0,0.0,3.0,0.0,1.1,0.8,Brighton-and-Hove-Albion
Billy Gilmour,sct SCO,MF,22,25,20,1778.0,0.0,1.0,0.0,5.0,1.0,0.9,2.0,Brighton-and-Hove-Albion
Kaoru Mitoma,jp JPN,FW,26,19,15,1486.0,3.0,4.0,0.0,4.0,0.0,3.5,2.7,Brighton-and-Hove-Albion
Simon Adingra,ci CIV,FW,22,20,15,1367.0,6.0,1.0,0.0,2.0,0.0,3.0,2.2,Brighton-and-Hove-Albion
Jason Steele,eng ENG,GK,33,15,15,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Evan Ferguson,ie IRL,FW,19,25,14,1300.0,6.0,0.0,0.0,1.0,0.0,4.6,0.5,Brighton-and-Hove-Albion
Danny Welbeck,eng ENG,"FW,MF",33,18,14,997.0,3.0,1.0,0.0,2.0,0.0,3.6,1.3,Brighton-and-Hove-Albion
Joao Pedro,br BRA,"FW,MF",22,23,12,1392.0,8.0,2.0,4.0,2.0,0.0,8.4,2.3,Brighton-and-Hove-Albion
Bart Verbruggen,nl NED,GK,21,12,12,1080.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Facundo Buonanotte,ar ARG,"MF,FW",19,19,12,943.0,3.0,1.0,0.0,6.0,0.0,1.9,1.7,Brighton-and-Hove-Albion
Igor,br BRA,DF,26,15,11,986.0,0.0,0.0,0.0,4.0,0.0,0.1,0.3,Brighton-and-Hove-Albion
Pervis Estupinan,ec ECU,DF,26,15,11,977.0,2.0,3.0,0.0,4.0,0.0,0.9,3.4,Brighton-and-Hove-Albion
James Milner,eng ENG,"DF,MF",38,15,11,773.0,0.0,2.0,0.0,3.0,0.0,0.3,1.8,Brighton-and-Hove-Albion
Joel Veltman,nl NED,DF,32,19,10,1042.0,0.0,1.0,0.0,1.0,0.0,0.1,0.4,Brighton-and-Hove-Albion
Adam Lallana,eng ENG,MF,35,19,10,653.0,0.0,1.0,0.0,1.0,0.0,0.3,1.6,Brighton-and-Hove-Albion
Adam Webster,eng ENG,DF,29,10,9,767.0,0.0,0.0,0.0,2.0,0.0,0.3,0.1,Brighton-and-Hove-Albion
Jack Hinshelwood,eng ENG,DF,18,12,8,869.0,3.0,0.0,0.0,1.0,0.0,1.9,0.7,Brighton-and-Hove-Albion
Carlos Baleba,cm CMR,MF,20,16,8,674.0,0.0,0.0,0.0,5.0,0.0,0.5,0.1,Brighton-and-Hove-Albion
Tariq Lamptey,gh GHA,"DF,FW",23,12,7,562.0,0.0,3.0,0.0,3.0,0.0,0.4,0.6,Brighton-and-Hove-Albion
Solly March,eng ENG,"FW,DF",29,7,7,554.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,Brighton-and-Hove-Albion
Mahmoud Dahoud,de GER,MF,28,9,6,452.0,0.0,1.0,0.0,1.0,1.0,0.2,0.9,Brighton-and-Hove-Albion
Ansu Fati,es ESP,"MF,FW",21,14,2,417.0,2.0,0.0,0.0,1.0,0.0,3.1,0.8,Brighton-and-Hove-Albion
Julio Cesar Enciso,py PAR,"MF,FW",20,4,2,132.0,0.0,2.0,0.0,1.0,0.0,0.4,0.8,Brighton-and-Hove-Albion
Jakub Moder,pl POL,"MF,DF",24,8,0,146.0,0.0,0.0,0.0,1.0,0.0,0.3,0.1,Brighton-and-Hove-Albion
Benicio Boaitey,eng ENG,"DF,FW",20,4,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brighton-and-Hove-Albion
Steven Alzate,co COL,MF,25,0,0,,,,,,,,,Brighton-and-Hove-Albion
Valentin Barco,ar ARG,DF,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Luca Barrington,eng ENG,MF,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Josh Duffus,eng ENG,MF,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Ben Jackson,eng ENG,DF,20,0,0,,,,,,,,,Brighton-and-Hove-Albion
Leigh Kavanagh,ie IRL,DF,20,0,0,,,,,,,,,Brighton-and-Hove-Albion
Mark O'Mahony,ie IRL,FW,19,0,0,,,,,,,,,Brighton-and-Hove-Albion
Cameron Peupion,au AUS,MF,21,0,0,,,,,,,,,Brighton-and-Hove-Albion
Imari Samuels,eng ENG,DF,21,0,0,,,,,,,,,Brighton-and-Hove-Albion
Max Kilman,eng ENG,DF,26,27,27,2430.0,2.0,0.0,0.0,5.0,0.0,1.6,0.7,Wolverhampton-Wanderers
Nelson Semedo,pt POR,"DF,MF",30,26,26,2257.0,0.0,1.0,0.0,6.0,0.0,0.8,1.1,Wolverhampton-Wanderers
Craig Dawson,eng ENG,DF,33,25,25,2209.0,1.0,1.0,0.0,7.0,0.0,1.5,1.4,Wolverhampton-Wanderers
Jose Sa,pt POR,GK,31,25,25,2137.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Mario Lemina,ga GAB,MF,30,24,24,2089.0,4.0,0.0,0.0,10.0,1.0,3.8,0.6,Wolverhampton-Wanderers
Matheus Cunha,br BRA,"FW,MF",24,24,24,1961.0,9.0,6.0,1.0,5.0,0.0,8.2,3.1,Wolverhampton-Wanderers
Toti Gomes,pt POR,DF,25,24,21,1828.0,0.0,2.0,0.0,3.0,0.0,1.0,0.8,Wolverhampton-Wanderers
Joao Gomes,br BRA,MF,23,23,21,1725.0,2.0,1.0,0.0,6.0,0.0,1.1,0.9,Wolverhampton-Wanderers
Rayan Ait Nouri,dz ALG,"DF,MF",22,23,20,1615.0,0.0,1.0,0.0,6.0,0.0,1.6,1.6,Wolverhampton-Wanderers
Hwang Hee-chan,kr KOR,"FW,MF",28,22,19,1620.0,10.0,3.0,1.0,4.0,0.0,6.3,2.9,Wolverhampton-Wanderers
Pedro Neto,pt POR,"MF,FW",23,18,17,1459.0,2.0,9.0,0.0,4.0,0.0,3.4,4.4,Wolverhampton-Wanderers
Pablo Sarabia,es ESP,"MF,FW",31,20,14,1183.0,3.0,6.0,1.0,1.0,0.0,3.6,5.2,Wolverhampton-Wanderers
Jean-Ricner Bellegarde,fr FRA,"MF,FW",25,18,8,796.0,2.0,1.0,0.0,0.0,1.0,1.4,0.8,Wolverhampton-Wanderers
Tommy Doyle,eng ENG,MF,22,18,6,733.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,Wolverhampton-Wanderers
Hugo Bueno,es ESP,"DF,MF",21,14,4,432.0,0.0,0.0,0.0,1.0,0.0,0.2,0.5,Wolverhampton-Wanderers
Matt Doherty,ie IRL,"DF,MF",32,20,3,579.0,1.0,0.0,0.0,1.0,0.0,0.5,0.7,Wolverhampton-Wanderers
Boubacar Traore,ml MLI,"MF,FW",22,14,3,403.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,Wolverhampton-Wanderers
Fabio Silva,pt POR,FW,21,8,3,264.0,0.0,0.0,0.0,2.0,0.0,1.0,0.2,Wolverhampton-Wanderers
Daniel Bentley,eng ENG,GK,30,4,2,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Santiago Bueno,uy URU,DF,25,3,2,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Matheus Nunes,pt POR,MF,25,2,2,179.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,Wolverhampton-Wanderers
Sasa Kalajdzic,at AUT,FW,26,11,1,166.0,2.0,0.0,0.0,0.0,0.0,1.1,1.0,Wolverhampton-Wanderers
Nathan Fraser,ie IRL,FW,19,3,0,99.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Wolverhampton-Wanderers
Tawanda Chirewa,eng ENG,"MF,FW",20,2,0,13.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Wolverhampton-Wanderers
Jonny Castro,es ESP,MF,30,1,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Ty Barnett,eng ENG,FW,18,0,0,,,,,,,,,Wolverhampton-Wanderers
Enso Gonzalez,py PAR,MF,19,0,0,,,,,,,,,Wolverhampton-Wanderers
Harvey Griffiths,eng ENG,MF,20,0,0,,,,,,,,,Wolverhampton-Wanderers
Owen Hesketh,wls WAL,MF,21,0,0,,,,,,,,,Wolverhampton-Wanderers
Joseph Hodge,ie IRL,MF,21,0,0,,,,,,,,,Wolverhampton-Wanderers
Justin Hubner,id IDN,DF,20,0,0,,,,,,,,,Wolverhampton-Wanderers
Tom King,wls WAL,GK,28,0,0,,,,,,,,,Wolverhampton-Wanderers
Noha Lemina,fr FRA,FW,18,0,0,,,,,,,,,Wolverhampton-Wanderers
Yerson Mosquera,co COL,DF,22,0,0,,,,,,,,,Wolverhampton-Wanderers
Wesley Okoduwa,,FW,,0,0,,,,,,,,,Wolverhampton-Wanderers
Matthew Whittingham,eng ENG,MF,19,0,0,,,,,,,,,Wolverhampton-Wanderers
Conor Gallagher,eng ENG,MF,24,25,25,2092.0,2.0,4.0,0.0,7.0,1.0,2.4,3.2,Chelsea
Axel Disasi,fr FRA,DF,25,24,24,2136.0,2.0,0.0,0.0,6.0,0.0,1.4,0.2,Chelsea
Thiago Silva,br BRA,DF,39,23,22,1983.0,2.0,0.0,0.0,3.0,0.0,0.4,0.6,Chelsea
Moises Caicedo,ec ECU,MF,22,23,21,1851.0,0.0,1.0,0.0,7.0,0.0,0.2,1.5,Chelsea
Enzo Fernandez,ar ARG,MF,23,23,21,1783.0,3.0,0.0,1.0,6.0,0.0,5.7,2.9,Chelsea
Levi Colwill,eng ENG,DF,21,23,20,1797.0,1.0,1.0,0.0,2.0,0.0,1.3,1.2,Chelsea
Raheem Sterling,eng ENG,"FW,MF",29,24,20,1743.0,6.0,3.0,0.0,5.0,0.0,5.3,3.8,Chelsea
Nicolas Jackson,sn SEN,FW,22,23,19,1726.0,8.0,3.0,0.0,9.0,0.0,12.3,2.7,Chelsea
Cole Palmer,eng ENG,"FW,MF",21,22,18,1655.0,10.0,7.0,5.0,7.0,0.0,8.7,6.2,Chelsea
Robert Sanchez,es ESP,GK,26,16,16,1433.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Chelsea
Malo Gusto,fr FRA,DF,20,19,14,1278.0,0.0,5.0,0.0,5.0,1.0,0.4,3.2,Chelsea
Dorde Petrovic,rs SRB,GK,24,11,10,907.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Chelsea
Mykhailo Mudryk,ua UKR,"FW,MF",23,20,9,891.0,3.0,2.0,0.0,3.0,0.0,2.0,1.8,Chelsea
Ben Chilwell,eng ENG,DF,27,12,9,745.0,0.0,1.0,0.0,5.0,0.0,1.2,2.2,Chelsea
Marc Cucurella,es ESP,DF,25,9,8,703.0,0.0,0.0,0.0,5.0,0.0,0.8,0.2,Chelsea
Benoit Badiashile,fr FRA,DF,22,8,6,560.0,0.0,1.0,0.0,1.0,0.0,0.1,0.5,Chelsea
Armando Broja,al ALB,FW,22,13,6,454.0,1.0,0.0,0.0,0.0,0.0,2.4,0.2,Chelsea
Reece James,eng ENG,DF,24,8,5,388.0,0.0,1.0,0.0,2.0,1.0,0.3,1.5,Chelsea
Noni Madueke,eng ENG,FW,21,12,4,349.0,2.0,0.0,1.0,1.0,0.0,1.2,0.6,Chelsea
Lesley Ugochukwu,fr FRA,MF,19,10,3,273.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Chelsea
Christopher Nkunku,fr FRA,"FW,MF",26,7,2,319.0,2.0,0.0,0.0,0.0,0.0,1.7,0.1,Chelsea
Carney Chukwuemeka,eng ENG,MF,20,5,2,170.0,1.0,1.0,0.0,2.0,0.0,0.1,0.3,Chelsea
Ian Maatsen,nl NED,"FW,MF",21,12,1,209.0,0.0,0.0,0.0,1.0,0.0,0.8,0.1,Chelsea
Trevoh Chalobah,eng ENG,DF,24,2,1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Romeo Lavia,be BEL,MF,20,1,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Alfie Gilchrist,eng ENG,"DF,FW",20,5,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Cesare Casadei,it ITA,MF,21,2,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,Chelsea
Deivid Washington,br BRA,DF,18,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,Chelsea
Mason Burstow,eng ENG,FW,20,2,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Alex Matos,eng ENG,MF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea
Marcus Bettinelli,eng ENG,GK,31,0,0,,0.0,0.0,0.0,1.0,0.0,,,Chelsea
Eddie Beach,wls WAL,GK,20,0,0,,,,,,,,,Chelsea
Lucas Bergstrom,fi FIN,GK,21,0,0,,,,,,,,,Chelsea
Joshua Brooking,eng ENG,DF,21,0,0,,,,,,,,,Chelsea
Leo Castledine,eng ENG,MF,18,0,0,,,,,,,,,Chelsea
Ollie Harrison,eng ENG,MF,16,0,0,,,,,,,,,Chelsea
Bashir Humphreys,eng ENG,DF,20,0,0,,,,,,,,,Chelsea
Diego Moreira,pt POR,MF,19,0,0,,,,,,,,,Chelsea
Ishe Samuels-Smith,eng ENG,DF,17,0,0,,,,,,,,,Chelsea
Andrey Santos,br BRA,MF,19,0,0,,,,,,,,,Chelsea
Ronnie Stutter,eng ENG,FW,19,0,0,,,,,,,,,Chelsea
Jimi Tauriainen,eng ENG,FW,19,0,0,,,,,,,,,Chelsea
Bernd Leno,de GER,GK,32,27,27,2430.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Fulham
Antonee Robinson,us USA,DF,26,26,26,2288.0,0.0,5.0,0.0,4.0,0.0,0.5,3.2,Fulham
Andreas Pereira,br BRA,MF,28,27,24,1870.0,1.0,5.0,0.0,5.0,0.0,1.9,5.1,Fulham
Joao Palhinha,pt POR,MF,28,22,21,1849.0,3.0,1.0,0.0,10.0,0.0,1.5,0.3,Fulham
Timothy Castagne,be BEL,DF,28,24,20,1849.0,0.0,1.0,0.0,2.0,0.0,1.3,0.9,Fulham
Willian,br BRA,FW,35,22,18,1501.0,4.0,2.0,2.0,1.0,0.0,4.5,2.7,Fulham
Raul Jimenez,mx MEX,FW,32,19,17,1240.0,5.0,0.0,0.0,3.0,1.0,4.5,1.3,Fulham
Tim Ream,us USA,DF,36,17,16,1413.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,Fulham
Calvin Bassey,ng NGA,DF,24,18,14,1313.0,1.0,0.0,0.0,4.0,1.0,0.2,0.0,Fulham
Alex Iwobi,ng NGA,"FW,MF",27,19,14,1310.0,4.0,1.0,0.0,2.0,0.0,4.1,1.7,Fulham
Bobby Reid,jm JAM,FW,31,24,14,1161.0,5.0,2.0,0.0,3.0,0.0,3.6,1.7,Fulham
Harry Wilson,wls WAL,FW,26,25,13,1323.0,3.0,4.0,0.0,6.0,0.0,2.3,2.7,Fulham
Tom Cairney,sct SCO,MF,33,25,13,1216.0,1.0,3.0,0.0,2.0,0.0,0.8,1.9,Fulham
Issa Diop,fr FRA,DF,27,15,13,1155.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,Fulham
Harrison Reed,eng ENG,MF,29,21,12,1077.0,0.0,1.0,0.0,3.0,0.0,0.2,0.7,Fulham
Tosin Adarabioyo,eng ENG,DF,26,13,11,993.0,1.0,0.0,0.0,1.0,0.0,0.3,0.1,Fulham
Rodrigo Muniz,br BRA,FW,22,15,8,783.0,5.0,1.0,0.0,1.0,0.0,3.2,1.4,Fulham
Kenny Tete,nl NED,DF,28,10,8,672.0,1.0,0.0,0.0,2.0,0.0,0.8,0.1,Fulham
Sasa Lukic,rs SRB,MF,27,15,6,575.0,0.0,0.0,0.0,2.0,0.0,0.8,0.3,Fulham
Carlos Vinicius,br BRA,FW,28,13,2,315.0,2.0,0.0,0.0,2.0,0.0,1.6,0.8,Fulham
Adama Traore,es ESP,"FW,MF",28,8,0,87.0,1.0,1.0,0.0,1.0,0.0,1.1,0.1,Fulham
Luke Harris,wls WAL,MF,18,1,0,75.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Fulham
Fode Ballo-Toure,sn SEN,"DF,MF",27,5,0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Fulham
Armando Broja,al ALB,FW,22,3,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham
Aleksandar Mitrovic,rs SRB,FW,29,1,0,33.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Fulham
Marek Rodak,sk SVK,GK,27,0,0,,0.0,0.0,0.0,1.0,0.0,,,Fulham
Luc De Fougerolles,ca CAN,DF,18,0,0,,,,,,,,,Fulham
Matt Dibley-Dias,nz NZL,MF,20,0,0,,,,,,,,,Fulham
Tyrese Francois,au AUS,MF,23,0,0,,,,,,,,,Fulham
Joshua King,eng ENG,MF,17,0,0,,,,,,,,,Fulham
Kevin Mbabu,ch SUI,DF,28,0,0,,,,,,,,,Fulham
Kristian Sekularac,ch SUI,MF,20,0,0,,,,,,,,,Fulham
Jay Stansfield,eng ENG,"FW,MF",21,0,0,,,,,,,,,Fulham
Devan Tanton,co COL,DF,20,0,0,,,,,,,,,Fulham
Illia Zabarnyi,ua UKR,DF,21,26,26,2340.0,0.0,0.0,0.0,4.0,0.0,0.5,0.3,Bournemouth
Dominic Solanke,eng ENG,FW,26,26,26,2315.0,14.0,3.0,1.0,2.0,0.0,14.8,2.0,Bournemouth
Ryan Christie,sct SCO,MF,29,26,25,2027.0,0.0,2.0,0.0,4.0,0.0,1.2,3.7,Bournemouth
Neto,br BRA,GK,34,24,24,2160.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,Bournemouth
Lewis Cook,eng ENG,MF,27,21,20,1710.0,0.0,3.0,0.0,4.0,1.0,0.1,2.6,Bournemouth
Marcus Tavernier,eng ENG,FW,24,23,20,1709.0,2.0,4.0,0.0,2.0,0.0,3.6,4.7,Bournemouth
Marcos Senesi,ar ARG,DF,26,23,19,1658.0,3.0,2.0,0.0,8.0,0.0,1.0,0.8,Bournemouth
Antoine Semenyo,gh GHA,FW,24,22,16,1244.0,5.0,1.0,0.0,4.0,0.0,2.7,2.2,Bournemouth
Justin Kluivert,nl NED,"MF,FW",24,21,16,1163.0,4.0,0.0,0.0,4.0,0.0,3.3,1.5,Bournemouth
Milos Kerkez,hu HUN,DF,20,20,15,1402.0,0.0,1.0,0.0,2.0,0.0,0.3,0.3,Bournemouth
Adam Smith,eng ENG,DF,32,17,14,1277.0,0.0,2.0,0.0,2.0,0.0,0.0,0.6,Bournemouth
Philip Billing,dk DEN,MF,27,21,12,1221.0,2.0,2.0,0.0,3.0,1.0,2.1,2.5,Bournemouth
Max Aarons,eng ENG,DF,24,14,12,1085.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8,Bournemouth
Lloyd Kelly,eng ENG,DF,25,14,12,1012.0,0.0,0.0,0.0,1.0,0.0,0.1,0.2,Bournemouth
Alex Scott,eng ENG,MF,20,13,6,630.0,1.0,1.0,0.0,2.0,0.0,0.4,0.5,Bournemouth
Luis Sinisterra,co COL,"FW,MF",24,17,5,587.0,2.0,2.0,0.0,0.0,0.0,2.0,2.1,Bournemouth
Dango Ouattara,bf BFA,"FW,DF",22,18,5,538.0,0.0,0.0,0.0,2.0,0.0,1.1,0.6,Bournemouth
Joe Rothwell,eng ENG,MF,29,11,3,386.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,Bournemouth
Chris Mepham,wls WAL,DF,26,7,3,347.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Bournemouth
David Brooks,wls WAL,"FW,MF",26,13,2,282.0,1.0,1.0,0.0,1.0,0.0,2.2,1.0,Bournemouth
Ionut Radu,ro ROU,GK,26,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Jaidon Anthony,eng ENG,FW,24,3,2,152.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Bournemouth
James Hill,eng ENG,DF,22,2,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bournemouth
Kieffer Moore,wls WAL,"FW,MF",31,8,0,108.0,1.0,0.0,0.0,0.0,0.0,1.5,0.2,Bournemouth
Hamed Junior Traore,ci CIV,MF,24,3,0,47.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,Bournemouth
Enes Unal,tr TUR,"MF,FW",26,4,0,28.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Bournemouth
Romain Faivre,fr FRA,"MF,DF",25,3,0,18.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Bournemouth
Ben Greenwood,ie IRL,DF,21,0,0,,,,,,,,,Bournemouth
Gavin Kilkenny,ie IRL,MF,24,0,0,,,,,,,,,Bournemouth
Emiliano Marcondes,dk DEN,"FW,MF",28,0,0,,,,,,,,,Bournemouth
Darren Randolph,ie IRL,GK,36,0,0,,,,,,,,,Bournemouth
Dominic Sadi,eng ENG,MF,20,0,0,,,,,,,,,Bournemouth
Mark Travers,ie IRL,GK,24,0,0,,,,,,,,,Bournemouth
Maxwell Wellings,eng ENG,DF,19,0,0,,,,,,,,,Bournemouth
Joachim Andersen,dk DEN,DF,27,27,27,2429.0,2.0,2.0,0.0,4.0,0.0,1.2,1.5,Crystal-Palace
Tyrick Mitchell,eng ENG,DF,24,26,26,2257.0,1.0,2.0,0.0,5.0,0.0,0.6,1.1,Crystal-Palace
Jordan Ayew,gh GHA,"FW,MF",32,25,24,2065.0,4.0,6.0,0.0,8.0,1.0,3.4,4.0,Crystal-Palace
Jefferson Lerma,co COL,MF,29,22,22,1935.0,1.0,1.0,0.0,7.0,0.0,2.6,1.7,Crystal-Palace
Marc Guehi,eng ENG,DF,23,22,22,1912.0,0.0,1.0,0.0,2.0,0.0,0.6,0.5,Crystal-Palace
Sam Johnstone,eng ENG,GK,30,19,19,1706.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Crystal-Palace
Joel Ward,eng ENG,DF,34,19,19,1602.0,0.0,1.0,0.0,4.0,0.0,0.7,0.2,Crystal-Palace
Odsonne Edouard,fr FRA,"FW,MF",26,21,17,1417.0,6.0,0.0,0.0,3.0,0.0,5.7,1.1,Crystal-Palace
Jeffrey Schlupp,gh GHA,"FW,MF",31,20,17,1223.0,1.0,1.0,0.0,0.0,0.0,1.7,1.7,Crystal-Palace
